CASEID,DOBM,DOBY,IDATMM,IDATYY,CASE,RESPID,NUMUNION,NUMMAR,NUMCOHMR,HOWBEG01,HOWEND01,COHMAR01,BEGDAT01,BEGFLG01,ENDDAT01,ENDFLG01,MARDAT01,MARFLG01,SEPDAT01,SEPFLG01,DIVDAT01,DIVFLG01,WIDDAT01,WIDFLG01,COHDAT01,COHFLG01,HOWBEG02,HOWEND02,COHMAR02,BEGDAT02,BEGFLG02,ENDDAT02,ENDFLG02,MARDAT02,MARFLG02,SEPDAT02,SEPFLG02,DIVDAT02,DIVFLG02,WIDDAT02,WIDFLG02,COHDAT02,COHFLG02,HOWBEG03,HOWEND03,COHMAR03,BEGDAT03,BEGFLG03,ENDDAT03,ENDFLG03,MARDAT03,MARFLG03,SEPDAT03,SEPFLG03,DIVDAT03,DIVFLG03,WIDDAT03,WIDFLG03,COHDAT03,COHFLG03,HOWBEG04,HOWEND04,COHMAR04,BEGDAT04,BEGFLG04,ENDDAT04,ENDFLG04,MARDAT04,MARFLG04,SEPDAT04,SEPFLG04,DIVDAT04,DIVFLG04,WIDDAT04,WIDFLG04,COHDAT04,COHFLG04,HOWBEG05,HOWEND05,COHMAR05,BEGDAT05,BEGFLG05,ENDDAT05,ENDFLG05,MARDAT05,MARFLG05,SEPDAT05,SEPFLG05,DIVDAT05,DIVFLG05,WIDDAT05,WIDFLG05,COHDAT05,COHFLG05,HOWBEG06,HOWEND06,COHMAR06,BEGDAT06,BEGFLG06,ENDDAT06,ENDFLG06,MARDAT06,MARFLG06,SEPDAT06,SEPFLG06,DIVDAT06,DIVFLG06,WIDDAT06,WIDFLG06,COHDAT06,COHFLG06,HOWBEG07,HOWEND07,COHMAR07,BEGDAT07,BEGFLG07,ENDDAT07,ENDFLG07,MARDAT07,MARFLG07,SEPDAT07,SEPFLG07,DIVDAT07,DIVFLG07,WIDDAT07,WIDFLG07,COHDAT07,COHFLG07,HOWBEG08,HOWEND08,COHMAR08,BEGDAT08,BEGFLG08,ENDDAT08,ENDFLG08,MARDAT08,MARFLG08,SEPDAT08,SEPFLG08,DIVDAT08,DIVFLG08,WIDDAT08,WIDFLG08,COHDAT08,COHFLG08,HOWBEG09,HOWEND09,COHMAR09,BEGDAT09,BEGFLG09,ENDDAT09,ENDFLG09,MARDAT09,MARFLG09,SEPDAT09,SEPFLG09,DIVDAT09,DIVFLG09,WIDDAT09,WIDFLG09,COHDAT09,COHFLG09,HOWBEG10,HOWEND10,COHMAR10,BEGDAT10,BEGFLG10,ENDDAT10,ENDFLG10,MARDAT10,MARFLG10,SEPDAT10,SEPFLG10,DIVDAT10,DIVFLG10,WIDDAT10,WIDFLG10,COHDAT10,COHFLG10,DUPFLG,M2CP01,M2DP01,BKMK2,CHKPTM,birth_month,M499A,M528,M535,M536,M537,M538,M583A,M583B,M583C,M584,E904,E1006,E1341,SAMWT,MARCOHAB,CURMARCO,coh_t,mar_t,weeks,hours,work,married,cohab,state,unil,eq,birth,age_eq,age_uni
2883,11,54,2,2002,27418,R,1,1,0,mar,intact,did not cohab,1020,Mo and yr given,0,Mo and yr given,1020,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,659,INAPPLICABLE/ALWAYS LIVED HERE,YES,45,INAPPLICABLE,YES,INAPPLICABLE,12,40,0,INAPPLICABLE,INAPPLICABLE,NO ANSWER,NO ANSWER,147000,MARRIED/LIVE W/SP,1020,0,1,1,45,45,1,0,INAPPLICABLE/ALWAYS LIVED HERE,0,0,1955,,
2886,10,48,5,2002,27426,R,3,3,1,mar,div,did not cohab,848,Mo and yr given,942,Mo and yr given,848,Mo and yr given,931,Mo alloc from season,942,Mo and yr given,,,,,mar,div,No,958,Mo alloc from season,979,Mo alloc from season,958,Mo alloc from season,972,Mo and yr given,979,Mo alloc from season,,,,,coh,div,Yes,1033,Mo and yr given,1183,Mo and yr given,1053,Mo and yr given,1176,Mo and yr given,1183,Mo and yr given,,,1033,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHABITING CIRCLED,INAPPLICABLE,586,Illinois,YES,NONE,YES,INAPPLICABLE,20,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO ANSWER,98000,COHABIT-DIVORCED,1033,1,1,1,20,20,0,1,Illinois,0,1977,1949,28,
2891,2,48,6,2001,27476,R,4,2,1,coh,sep,did not cohab,854,Mo and yr given,861,Mo and yr given,0,Mo and yr given,861,Mo and yr given,,,,,854,Mo and yr given,mar,div,No,926,Mo and yr given,1002,Mo and yr given,926,Mo and yr given,995,Mo and yr given,1002,Mo and yr given,,,,,coh,div,Yes,1024,Mo and yr given,1145,Mo and yr given,1043,Mo and yr given,9997,No yr,1145,Mo and yr given,,,1024,Mo and yr given,coh,intact,No,1145,Mo and yr given,0,Mo and yr given,0,Mo and yr given,0,Mo and yr given,,,,,1145,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,578,Ohio,YES,84,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,98000,MARRIED/LIVE W/SP,1043,1,1,1,84,84,1,0,Ohio,1992,1981,1948,33,44
2892,8,45,7,2001,27497,R,1,1,0,mar,div,did not cohab,752,Mo and yr given,1184,Mo and yr given,752,Mo and yr given,1158,Mo and yr given,1184,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,548,Kentucky,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,INAPPLICABLE,YES,147000,MARRIED/LIVE W/SP,752,0,1,0,0,0,1,0,Kentucky,1972,1976,1946,30,26
2894,11,53,2,2003,27514,R,2,1,1,coh,sep,did not cohab,919,Mo alloc from season,952,Mo alloc from season,0,Mo and yr given,952,Mo alloc from season,,,,,919,Mo alloc from season,coh,intact,Yes,1103,Mo and yr given,0,Mo and yr given,1122,Mo and yr given,0,Mo and yr given,,,,,1103,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,647,Virginia,NO,NONE,NO,INAPPLICABLE,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,YES,NO ANSWER,INAPPLICABLE,NO ANSWER,49000,NOT COHAB-NVR MRRD,INAPPLICABLE,1,0,1,0,0,0,0,Virginia,0,1982,1954,28,
2898,5,45,10,2001,27577,R,2,2,0,mar,div,did not cohab,812,Mo and yr given,985,Mo and yr given,812,Mo and yr given,980,Mo and yr given,985,Mo and yr given,,,,,mar,intact,No,1009,Mo and yr given,0,Mo and yr given,1009,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,545,Pennsylvania,YES,NONE,YES,INAPPLICABLE,40,40,0,12,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1009,0,1,.76923078,40,30.769232,1,0,Pennsylvania,0,1980,1945,35,
2900,4,51,3,2003,27580,R,2,2,1,mar,div,did not cohab,860,Mo and yr given,1127,Mo and yr given,860,Mo and yr given,1105,Mo and yr given,1127,Mo and yr given,,,,,coh,intact,Yes,1126,Mo and yr given,0,Mo and yr given,1131,Mo and yr given,0,Mo and yr given,,,,,1126,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,616,Michigan,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,860,0,1,0,0,0,1,0,Michigan,1972,1927,1951,-24,21
2904,10,45,3,2002,27607,R,1,1,0,mar,div,did not cohab,788,Mo and yr given,1050,Mo and yr given,788,Mo and yr given,1045,Mo and yr given,1050,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,550,Utah,YES,NONE,NO,INAPPLICABLE,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,0,0,0,0,Utah,1987,1927,1946,-19,41
2905,12,48,12,2002,27610,R,2,2,0,mar,div,did not cohab,836,Mo and yr given,943,Mo and yr given,836,Mo and yr given,933,Mo and yr given,943,Mo and yr given,,,,,mar,intact,No,956,Mo and yr given,0,Mo and yr given,956,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,588,Ohio,YES,50,INAPPLICABLE,NO,55,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,55958,MARRIED/LIVE W/SP,956,0,1,1,55,55,1,0,Ohio,1992,1981,1949,32,43
2907,1,54,5,2003,27636,R,1,1,0,mar,intact,did not cohab,953,Mo and yr given,0,Mo and yr given,953,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,649,Texas,YES,55,INAPPLICABLE,NO,50,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,INAPPLICABLE,YES,196000,MARRIED/LIVE W/SP,953,0,1,1,50,50,1,0,Texas,1970,0,1954,,16
2911,2,51,2,2002,27652,R,1,1,0,mar,wid,did not cohab,814,Mo and yr given,1226,Mo and yr given,814,Mo and yr given,0,Mo and yr given,,,1226,Mth and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,614,Tennessee,YES,20,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,294000,MARRIED/LIVE W/SP,814,0,1,1,20,20,1,0,Tennessee,0,1927,1951,-24,
2913,8,54,8,2002,27660,R,2,1,1,coh,sep,did not cohab,968,Mo and yr given,995,Mo and yr given,0,Mo and yr given,995,Mo and yr given,,,,,968,Mo and yr given,coh,intact,Yes,1105,Mo and yr given,0,Mo and yr given,1124,Mo and yr given,0,Mo and yr given,,,,,1105,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,656,New York,YES,40,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-NVR MRRD,INAPPLICABLE,1,0,1,40,40,0,0,New York,0,1980,1955,25,
2914,1,50,4,2002,27678,R,1,1,1,coh,intact,cohab,873,Mo and yr given,0,Mo and yr given,920,Mo and yr given,0,Mo and yr given,,,,,873,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,601,Massachusetts,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,920,1,1,1,40,40,1,0,Massachusetts,1975,1974,1950,24,25
2916,6,49,12,2001,27686,R,1,1,0,mar,wid,did not cohab,853,Mo and yr given,9999,No yr,853,Mo and yr given,0,Mo and yr given,,,9999,No yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,WIDOWED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,594,North Carolina,YES,18,INAPPLICABLE,NO,35,44,0,8,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,49000,NOT COHAB-WIDOWED,INAPPLICABLE,0,1,.84615386,35,29.615385,0,0,North Carolina,0,1981,1950,31,
2917,12,47,2,2002,27732,R,1,1,0,mar,intact,did not cohab,852,Mo and yr given,0,Mo and yr given,852,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,576,New York,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,852,0,1,1,40,40,1,0,New York,0,1980,1948,32,
2920,10,52,8,2001,27753,R,2,2,0,mar,div,did not cohab,891,Mo and yr given,921,Mo and yr given,891,Mo and yr given,917,Mo and yr given,921,Mo and yr given,,,,,mar,intact,No,1146,Mo and yr given,0,Mo and yr given,1146,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,MALE,COHAB NOT CIRCLED,INAPPLICABLE,635,Michigan,YES,24,INAPPLICABLE,NO,40,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,98000,NOT COHAB-DIVORCED,INAPPLICABLE,0,1,1,40,40,0,0,Michigan,1972,1927,1953,-26,19
2924,11,48,1,2002,27790,R,4,3,1,mar,div,did not cohab,852,Mo and yr given,875,Mo and yr given,852,Mo and yr given,863,Mo and yr given,875,Mo and yr given,,,,,coh,sep,No,921,Mo and yr given,950,Mo and yr given,0,Mo and yr given,950,Mo and yr given,,,,,921,Mo and yr given,coh,div,Yes,985,Mo and yr given,1084,Mo and yr given,990,Mo and yr given,1065,Mo and yr given,1084,Mo and yr given,,,985,Mo and yr given,mar,intact,No,1154,Mo and yr given,0,Mo and yr given,1154,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,587,New York,YES,40,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,147000,MARRIED/LIVE W/SP,990,1,1,1,40,40,1,0,New York,0,1980,1949,31,
2925,10,49,4,2003,27817,R,3,1,0,mar,wid,did not cohab,835,Mo and yr given,1021,Mo and yr given,835,Mo and yr given,0,Mo and yr given,,,1021,Mth and yr given,,,coh,sep,No,1069,Mo and yr given,1129,Mo and yr given,0,Mo and yr given,1129,Mo and yr given,,,,,1069,Mo and yr given,coh,intact,No,1135,Mo and yr given,0,Mo and yr given,0,Mo and yr given,0,Mo and yr given,,,,,1135,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,WIDOWED,MALE,COHAB NOT CIRCLED,INAPPLICABLE,598,Oregon,YES,45,INAPPLICABLE,YES,INAPPLICABLE,46,6,0,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-WIDOWED,INAPPLICABLE,0,1,1,45,45,0,0,Oregon,1971,1971,1950,21,21
2932,3,52,2,2002,27867,R,1,1,0,mar,intact,did not cohab,891,Mo and yr given,0,Mo and yr given,891,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,627,Ohio,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,891,0,1,0,0,0,1,0,Ohio,1992,1981,1952,29,40
2935,12,45,1,2002,27900,R,1,1,0,mar,intact,did not cohab,824,Mo and yr given,0,Mo and yr given,824,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,552,Illinois,YES,NONE,YES,INAPPLICABLE,64,40,0,12,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,824,0,1,.76923078,64,49.23077,1,0,Illinois,0,1977,1946,31,
2947,4,50,1,2002,27984,R,5,2,2,coh,div,cohab,880,Mo and yr given,954,Mth alloc midyr,892,Mo and yr given,942,Mth alloc midyr,954,Mth alloc midyr,,,880,Mo and yr given,coh,sep,No,9998,No yr,9998,No yr,0,Mo and yr given,9998,No yr,,,,,9998,No yr,coh,div,Yes,988,Mo and yr given,1050,Mo and yr given,996,Mo and yr given,1038,Mo and yr given,1050,Mo and yr given,,,988,Mo and yr given,coh,sep,No,1085,Mo and yr given,1106,Mo and yr given,0,Mo and yr given,1106,Mo and yr given,,,,,1085,Mo and yr given,coh,intact,No,1142,Mo and yr given,0,Mo and yr given,0,Mo and yr given,0,Mo and yr given,,,,,1142,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,DIVORCED,MALE,COHAB NOT CIRCLED,INAPPLICABLE,604,Oregon,YES,68,INAPPLICABLE,NO,60,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-DIVORCED,INAPPLICABLE,1,1,1,60,60,0,0,Oregon,1971,1971,1950,21,21
2948,8,53,4,2001,27992,R,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,NEVER MARRIED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,644,INAPPLICABLE/ALWAYS LIVED HERE,YES,25,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,294000,NOT COHAB-NVR MRRD,INAPPLICABLE,0,0,1,25,25,0,0,INAPPLICABLE/ALWAYS LIVED HERE,0,0,1954,,
2952,8,46,6,2002,28075,R,1,1,0,mar,intact,did not cohab,789,Mo and yr given,0,Mo and yr given,789,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,560,Oregon,YES,3,INAPPLICABLE,NO,VARIES,50,0,2,INAPPLICABLE,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,789,0,1,.96153843,95,91.346153,1,0,Oregon,1971,1971,1947,24,24
2958,2,50,4,2002,28118,R,1,1,0,mar,intact,did not cohab,856,Mo and yr given,0,Mo and yr given,856,Mo and yr given,0,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,602,Kansas,YES,30,INAPPLICABLE,YES,INAPPLICABLE,26,0,26,INAPPLICABLE,INAPPLICABLE,NO,YES,111916,MARRIED/LIVE W/SP,856,0,1,.5,30,15,1,0,Kansas,1969,1927,1950,-23,19
2962,5,46,6,2002,28147,R,2,2,1,mar,div,did not cohab,804,Mo and yr given,1002,Mo and yr given,804,Mo and yr given,989,Mo and yr given,1002,Mo and yr given,,,,,coh,intact,Yes,1001,Mo and yr given,0,Mo and yr given,1004,Mo and yr given,0,Mo and yr given,,,,,1001,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,557,California,YES,NONE,YES,INAPPLICABLE,30,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,98000,MARRIED/LIVE W/SP,1004,1,1,1,30,30,1,0,California,1970,0,1946,,24
2964,5,46,4,2002,28150,R,1,1,0,mar,wid,did not cohab,819,Mo and yr given,9998,No yr,819,Mo and yr given,0,Mo and yr given,,,9998,No yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,MALE,COHAB NOT CIRCLED,YES,557,New York,NO,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,0,52,NO,INAPPLICABLE,YES,YES,196000,MARRIED/LIVE W/SP,819,0,1,0,0,0,1,0,New York,0,1980,1946,34,
2972,1,52,1,2003,28230,R,1,1,1,coh,intact,cohab,884,Mo and yr given,0,Mo and yr given,911,Mo and yr given,0,Mo and yr given,,,,,884,Mo and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,MARRIED,FEMALE,COHAB NOT CIRCLED,YES,625,Kansas,YES,60,INAPPLICABLE,YES,INAPPLICABLE,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,YES,YES,111916,MARRIED/LIVE W/SP,911,1,1,1,60,60,1,0,Kansas,1969,1927,1952,-25,17
2975,7,54,5,2002,28269,R,1,1,0,mar,wid,did not cohab,905,Mo and yr given,988,Mo and yr given,905,Mo and yr given,0,Mo and yr given,,,988,Mth and yr given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no dup,WIDOWED,FEMALE,COHAB NOT CIRCLED,INAPPLICABLE,655,South Carolina,YES,NONE,YES,INAPPLICABLE,35,52,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,INAPPLICABLE,NO,NO,49000,NOT COHAB-WIDOWED,INAPPLICABLE,0,1,1,35,35,0,0,South Carolina,0,1985,1955,30,
